Phylum/broader classification,Order,Family,Genera,Species,LTU,Cruise Number,Date,Site,Tow Type,Tow #,Net #,Sample #,n,Label,Start Depth,End Depth,Depth Filtered,Volume Filtered,Corrected Volume Filtered,"Volume Filtered/10,000m3","n/10,000 m3","n/10,000m2",Mass (g),Mass Correction Factor,Corrected Mass (g),"g/10,000 m3","g/10,000m2",ETP Endemic?,Preservative,Broad Classification,Micronekton?,Jar Size,Comments
Chordata,Myctophiformes,Neoscopelidae,Scopelengys,tristis,Scopelengys tristis,DG5B,2021-03-24,PRZ,Night,S5,2,317,3,DG5B_M10_S5_2_317_Scopelengys tristis,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,1.100390231,329.8969912,67.47,1.74,117.61,43.14032469,12933.46934,No,10% formalin,Fish,Yes,,
Arthropoda,Decapoda,Sergestoidea,Sergestes,pectinatus,Sergestes pectinatus,DG5B,2021-03-24,PRZ,Night,S5,2,318,1,DG5B_M10_S5_2_318_Sergestes pectinatus,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.366796744,109.9656637,0.05,1.38,0.06,0.023737532,7.116512227,,,Crustacea,Yes,,
Arthropoda,Decapoda,Sergestoidea,Sergia,tenuiremis,Sergia tenuiremis,DG5B,2021-03-24,PRZ,Night,S5,2,318,1,DG5B_M10_S5_2_318_Sergia tenuiremis,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.366796744,109.9656637,0.64,1.38,0.88,0.321214269,96.30003779,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,brevicarinata,Acanthephyra brevicarinata,DG5B,2021-03-24,PRZ,Night,S5,2,319,9,DG5B_M10_S5_2_319_Acanthephyra brevicarinata,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,3.301170693,989.6909737,5.21,1.39,7.24,2.655910228,796.2418864,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,curtirostris,Acanthephyra curtirostris,DG5B,2021-03-24,PRZ,Night,S5,2,319,1,DG5B_M10_S5_2_319_Acanthephyra curtirostris,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.366796744,109.9656637,4.26,1.39,5.92,2.169911294,650.539406,,,Crustacea,Yes,,
Arthropoda,Decapoda,Oplophoridae,Systellaspis,braueri,Systellaspis braueri,DG5B,2021-03-24,PRZ,Night,S5,2,319,2,DG5B_M10_S5_2_319_Systellaspis braueri,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.733593487,219.9313275,0.21,1.17,0.24,0.087864071,26.34164839,,,Crustacea,Yes,,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sordidus,Gennadas sordidus,DG5B,2021-03-24,PRZ,Night,S5,2,320,8,DG5B_M10_S5_2_320_Gennadas sordidus,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,2.934373949,879.72531,0.90,2.00,1.80,0.662066119,198.4874225,,,Crustacea,Yes,,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sordidus,Gennadas sordidus,DG5B,2021-03-24,PRZ,Night,S5,2,320,6,DG5B_M10_S5_2_320_Gennadas sordidus,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,2.200780462,659.7939825,0.41,2.00,0.83,0.303794772,91.07767264,,,Crustacea,Yes,,
Arthropoda,Mysida,Mysidae,Boreomysis,sp.,Boreomysis sp.,DG5B,2021-03-24,PRZ,Night,S5,2,321,6,DG5B_M10_S5_2_321_Boreomysis sp.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,2.200780462,659.7939825,0.24,1.66,0.40,0.146452449,43.90644428,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,australis confer.,Eucopia australis confer.,DG5B,2021-03-24,PRZ,Night,S5,2,321,3,DG5B_M10_S5_2_321_Eucopia australis confer.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,1.100390231,329.8969912,1.11,1.39,1.54,0.566063816,169.705932,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,grimaldii,Eucopia grimaldii,DG5B,2021-03-24,PRZ,Night,S5,2,321,2,DG5B_M10_S5_2_321_Eucopia grimaldii,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.733593487,219.9313275,0.11,1.39,0.15,0.055586447,16.66481675,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sculpticauda,Eucopia sculpticauda,DG5B,2021-03-24,PRZ,Night,S5,2,321,4,DG5B_M10_S5_2_321_Eucopia sculpticauda,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,1.467186975,439.862655,0.46,1.39,0.64,0.236114907,70.78724912,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sp.,Eucopia sp.,DG5B,2021-03-24,PRZ,Night,S5,2,321,5,DG5B_M10_S5_2_321_Eucopia sp.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,1.833983718,549.8283187,0.63,1.39,0.88,0.32178943,96.47247126,,,Crustacea,Yes,,
Arthropoda,Mysida,,Mysida,fam. gen. sp.,Mysida fam. gen. sp.,DG5B,2021-03-24,PRZ,Night,S5,2,321,4,DG5B_M10_S5_2_321_Mysida fam. gen. sp.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,1.467186975,439.862655,0.62,1.44,0.89,0.32613155,97.77423866,,,Crustacea,Yes,,
Mollusca,,,Squid,fam. gen. sp. juv.,Squid fam. gen. sp. juv.,DG5B,2021-03-24,PRZ,Night,S5,2,322,2,DG5B_M10_S5_2_322_Squid fam. gen. sp. juv.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.733593487,219.9313275,0.11,1.00,0.11,0.040347642,12.09622301,,10% formalin,Cephalopoda,Will be,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-03-24,PRZ,Night,S5,2,322,13,DG5B_M10_S5_2_322_Sergestidae gen. sp. juv.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,4.768357668,1429.553629,0.27,5.09,1.37,0.503902232,151.0698891,,,Crustacea,Will be,,"Originally IDed as 'juvenile', not juvenile, by Ande Westerhausen"
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-03-24,PRZ,Night,S5,2,322,6,DG5B_M10_S5_2_322_Euphausiid lobedeye,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,2.200780462,659.7939825,0.28,1.00,0.28,0.102703088,30.79038585,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-03-24,PRZ,Night,S5,2,322,2,DG5B_M10_S5_2_322_Euphausiid roundeye,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.733593487,219.9313275,0.03,1.00,0.03,0.011003902,3.298969912,,,Euphausiid,YN,,
Mollusca,Oegopsina,Squid,Squid,stet.,Squid stet.,DG5B,2021-03-24,PRZ,Night,S5,2,324,5,DG5B_M10_S5_2_324_Squid stet.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,1.833983718,549.8283187,4.90,1.00,4.90,1.797304044,538.8317524,,10% formalin,Cephalopoda,Yes,2,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5B,2021-03-24,PRZ,Night,S5,2,325,204,DG5B_M10_S5_2_325_Cyclothone acclinidens,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,74.82653571,22432.9954,27.89,2.18,60.75,22.28224736,6680.217759,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,pallida,Cyclothone pallida,DG5B,2021-03-24,PRZ,Night,S5,2,325,17,DG5B_M10_S5_2_325_Cyclothone pallida,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,6.235544642,1869.416284,2.85,2.18,6.21,2.276959662,682.6325068,No,,Fish,Yes,,
Mollusca,Octopoda,Amphitretidae,Bolitaeninae,stet.,Bolitaeninae stet.,DG5B,2021-03-24,PRZ,Night,S5,2,326,1,DG5B_M10_S5_2_326_Bolitaeninae stet.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.366796744,109.9656637,1.25,1.00,1.25,0.45849593,137.4570797,,10% formalin,Cephalopoda,Yes,SCINT,
Arthropoda,Amphipoda,,Amphipoda,fam. gen. sp.,Amphipoda fam. gen. sp.,DG5B,2021-03-24,PRZ,Night,S5,2,328,2,DG5B_M10_S5_2_328_Amphipoda fam. gen. sp.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.733593487,219.9313275,0.80,1.00,0.80,0.293437395,87.972531,,ETOH 100,Crustacea,YN,SCINT,
Chordata,Stomiiformes,Stomiidae,Idiacanthus,fasciola,Idiacanthus fasciola,DG5B,2021-03-24,PRZ,Night,S5,2,329,8,DG5B_M10_S5_2_329_Idiacanthus fasciola,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,2.934373949,879.72531,0.66,2.24,1.48,0.541371505,162.3031773,No,10% formalin,Fish,Yes,,
Chordata,Stomiiformes,Sternoptychidae,Sternoptyx,pseudobscura,Sternoptyx pseudobscura,DG5B,2021-03-24,PRZ,Night,S5,2,330,1,DG5B_M10_S5_2_330_Sternoptyx pseudobscura,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.366796744,109.9656637,1.04,1.88,1.96,0.717333306,215.0565252,No,ETOH 100,Fish,Yes,,
Chordata,Lophiiformes,Oneirodidae,Lophodolus,acanthognathus,Lophodolus acanthognathus,DG5B,2021-03-24,PRZ,Night,S5,2,331,1,DG5B_M10_S5_2_331_Lophodolus acanthognathus,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,0.366796744,109.9656637,0.19,2.21,0.42,0.154039334,46.18099224,No,ETOH 100,Fish,Yes,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-03-24,PRZ,Night,S5,2,332,16,DG5B_M10_S5_2_332_Osteichthyes fam. gen. sp. juv.,1000.2,700.4,299.8,49073.5,27263.05556,2.726305556,5.868747899,1759.45062,0.95,1.00,0.95,0.348456906,104.4673806,CD,ETOH 100,Fish,Will be,SCINT,
Chordata,Cetomimiformes,Cetomimidae,Cetomimus,sp.,Cetomimus sp.,DG5B,2021-03-27,PRZ,Day,S6,2,369,1,DG5B_M10_S6_2_369_Cetomimus sp.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,1.19,2.10,2.50,0.78138101,234.9612698,CD,ETOH 100,Fish,Yes,,
Chordata,Trachichthyiformes,Anoplogasteridae,Anoplogaster,cornuta,Anoplogaster cornuta,DG5B,2021-03-27,PRZ,Day,S6,2,370,1,DG5B_M10_S6_2_370_Anoplogaster cornuta,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,56.58,1.48,83.84,26.16936616,7869.128404,No,ETOH 100,Fish,Yes,,
Mollusca,Octopoda,Amphitretidae,Bolitaeninae,stet.,Bolitaeninae stet.,DG5B,2021-03-27,PRZ,Day,S6,2,371,1,DG5B_M10_S6_2_371_Bolitaeninae stet.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,46.70,1.00,46.70,14.57714825,4383.348478,,ETOH 100,Cephalopoda,Yes,8,
Chordata,Anguilliformes,Nemichthyidae,Avocettina,sp.,Avocettina sp.,DG5B,2021-03-27,PRZ,Day,S6,2,372,1,DG5B_M10_S6_2_372_Avocettina sp.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,8.12,2.10,17.09,5.334094665,1603.962266,CD,,Fish,Yes,,
Chordata,Myctophiformes,Neoscopelidae,Scopelengys,tristis,Scopelengys tristis,DG5B,2021-03-27,PRZ,Day,S6,2,373,2,DG5B_M10_S6_2_373_Scopelengys tristis,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.624289004,187.7237036,34.01,1.74,59.29,18.50587182,5564.715656,No,10% formalin,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,laeviceps?,Melamphaes laeviceps?,DG5B,2021-03-27,PRZ,Day,S6,2,374,2,DG5B_M10_S6_2_374_Melamphaes laeviceps?,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.624289004,187.7237036,0.56,1.94,1.09,0.339031718,101.9468377,OMZ,10% formalin,Fish,Yes,,Off Chile
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5B,2021-03-27,PRZ,Day,S6,2,374,1,DG5B_M10_S6_2_374_Scopeloberyx malayanus,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,0.38,1.94,0.74,0.230057237,69.17821128,No,10% formalin,Fish,Yes,,Unsure
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5B,2021-03-27,PRZ,Day,S6,2,374,1,DG5B_M10_S6_2_374_Scopelogadus bispinosus,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,0.09,1.94,0.17,0.05448724,16.3843132,Maybe,,Fish,Yes,,
Chordata,Gadiformes,Macrouridae,Nezumia,parini,Nezumia parini,DG5B,2021-03-27,PRZ,Day,S6,2,375,2,DG5B_M10_S6_2_375_Nezumia parini,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.624289004,187.7237036,18.71,1.67,31.30,9.770266783,2937.919222,OMZ,ETOH 100,Fish,Yes,SCINT,"Mainly off of Panama, Columbia, Ecuador, and Peru; 1 to Jessie P. dissection"
Chordata,Argentiniformes,Bathylagidae,Bathylagoides,nigrigenys,Bathylagoides nigrigenys,DG5B,2021-03-27,PRZ,Day,S6,2,376,6,DG5B_M10_S6_2_376_Bathylagoides nigrigenys,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,1.872867013,563.1711107,2.30,2.02,4.64,1.44848332,435.5589343,OMZ,10% formalin,Fish,Yes,,
Mollusca,Oegopsina,Squid,Squid,stet.,Squid stet.,DG5B,2021-03-27,PRZ,Day,S6,2,377,2,DG5B_M10_S6_2_377_Squid stet.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.624289004,187.7237036,1.75,1.00,1.75,0.546252879,164.2582406,,ETOH 100,Cephalopoda,Yes,SCINT,
Mollusca,Octopoda,Amphitretidae,Bolitaeninae,stet.,Bolitaeninae stet.,DG5B,2021-03-27,PRZ,Day,S6,2,378,1,DG5B_M10_S6_2_378_Bolitaeninae stet.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,1.50,1.00,1.50,0.468216753,140.7927777,,ETOH 100,Cephalopoda,Yes,SCINT,
Chordata,Stomiiformes,Sternoptychidae,Argyropelecus,sp.,Argyropelecus sp.,DG5B,2021-03-27,PRZ,Day,S6,2,379,1,DG5B_M10_S6_2_379_Argyropelecus sp.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,0.00,1.88,0.00,0,0,CD,ETOH 100,Fish,Yes,,"Missing tail, likely lynchus"
Arthropoda,Decapoda,Sergestoidea,Sergia,bigemmea,Sergia bigemmea,DG5B,2021-03-27,PRZ,Day,S6,2,380,1,DG5B_M10_S6_2_380_Sergia bigemmea,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,1.47,1.25,1.83,0.571633119,171.8900789,,,Crustacea,Yes,,
Arthropoda,Decapoda,Sergestoidea,Sergia,japonica,Sergia japonica,DG5B,2021-03-27,PRZ,Day,S6,2,380,1,DG5B_M10_S6_2_380_Sergia japonica,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,1.34,1.38,1.85,0.57679362,173.4418415,,,Crustacea,Yes,,
Arthropoda,Decapoda,Sergestoidea,Sergia,sp.,Sergia sp.,DG5B,2021-03-27,PRZ,Day,S6,2,380,1,DG5B_M10_S6_2_380_Sergia sp.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,1.73,1.38,2.38,0.742267199,223.1997468,,,Crustacea,Yes,,
Arthropoda,Decapoda,Sergestoidea,Sergia,tenuiremis,Sergia tenuiremis,DG5B,2021-03-27,PRZ,Day,S6,2,380,5,DG5B_M10_S6_2_380_Sergia tenuiremis,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,1.56072251,469.3092589,4.11,1.38,5.66,1.765624583,530.923312,,,Crustacea,Yes,,
Arthropoda,Decapoda,Pasiphaeidae,Pasiphaeidae,gen. sp.,Pasiphaeidae gen. sp.,DG5B,2021-03-27,PRZ,Day,S6,2,380,18,DG5B_M10_S6_2_380_Pasiphaeidae gen. sp.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,5.618601038,1689.513332,15.57,1.38,21.44,6.693728639,2012.804202,,,Crustacea,Yes,,
Arthropoda,Mysida,Mysidae,Boreomysis,sp.,Boreomysis sp.,DG5B,2021-03-27,PRZ,Day,S6,2,381,9,DG5B_M10_S6_2_381_Boreomysis sp.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,2.809300519,844.756666,0.20,1.66,0.34,0.104979827,31.567434,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,australis confer.,Eucopia australis confer.,DG5B,2021-03-27,PRZ,Day,S6,2,381,5,DG5B_M10_S6_2_381_Eucopia australis confer.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,1.56072251,469.3092589,1.36,1.39,1.89,0.588480835,176.9561871,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,grimaldii,Eucopia grimaldii,DG5B,2021-03-27,PRZ,Day,S6,2,381,2,DG5B_M10_S6_2_381_Eucopia grimaldii,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.624289004,187.7237036,0.28,1.39,0.39,0.122383183,36.80062299,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sculpticauda,Eucopia sculpticauda,DG5B,2021-03-27,PRZ,Day,S6,2,381,7,DG5B_M10_S6_2_381_Eucopia sculpticauda,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,2.185011515,657.0329625,1.17,1.39,1.63,0.509495944,153.2054305,,,Crustacea,Yes,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-03-27,PRZ,Day,S6,2,382,13,DG5B_M10_S6_2_382_Sergestidae gen. sp. juv.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,4.057878527,1220.204073,0.23,5.09,1.17,0.365292346,109.8434084,,,Crustacea,Will be,,"Originally IDed as 'juvenile', not juvenile, by Ande Westerhausen"
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-03-27,PRZ,Day,S6,2,382,1,DG5B_M10_S6_2_382_Sergestidae gen. sp. juv.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,0.00,5.09,0.00,0,0,,,Crustacea,Will be,,
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-03-27,PRZ,Day,S6,2,382,11,DG5B_M10_S6_2_382_Euphausiid lobedeye,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,3.433589523,1032.48037,0.18,1.00,0.18,0.05618601,16.89513332,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-03-27,PRZ,Day,S6,2,382,3,DG5B_M10_S6_2_382_Euphausiid roundeye,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.936433506,281.5855553,0.00,1.00,0.00,0,0,,,Euphausiid,YN,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-03-27,PRZ,Day,S6,2,382,13,DG5B_M10_S6_2_382_Osteichthyes fam. gen. sp. juv.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,4.057878527,1220.204073,0.23,1.00,0.23,0.071793235,21.58822591,CD,ETOH 100,Fish,Will be,,
Chordata,Myctophiformes,Myctophidae,Diogenicthys,laternatus,Diogenicthys laternatus,DG5B,2021-03-27,PRZ,Day,S6,2,383,2,DG5B_M10_S6_2_383_Diogenicthys laternatus,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.624289004,187.7237036,0.26,1.67,0.43,0.135490841,40.74209584,Yes,10% formalin,Fish,Yes,,
Chordata,Myctophiformes,Myctophidae,Lampanyctus,bristori,Lampanyctus bristori,DG5B,2021-03-27,PRZ,Day,S6,2,383,1,DG5B_M10_S6_2_383_Lampanyctus bristori,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,0.66,1.67,1.10,0.343938288,103.4222433,No,10% formalin,Fish,Yes,,
Chordata,Myctophiformes,Myctophidae,Symbolophorous,cf. reversus,Symbolophorous cf. reversus,DG5B,2021-03-27,PRZ,Day,S6,2,383,1,DG5B_M10_S6_2_383_Symbolophorous cf. reversus,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,2.31,1.67,3.86,1.203784009,361.9778515,Maybe,10% formalin,Fish,Yes,,
Chordata,Myctophiformes,Myctophidae,Lampanyctus,parvicauda?,Lampanyctus parvicauda?,DG5B,2021-03-27,PRZ,Day,S6,2,383,1,DG5B_M10_S6_2_383_Lampanyctus parvicauda?,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,0.07,1.67,0.12,0.036478303,10.9690258,Yes,10% formalin,Fish,Yes,,Very dull photophores
Arthropoda,Amphipoda,,Amphipoda,fam. gen. sp.,Amphipoda fam. gen. sp.,DG5B,2021-03-27,PRZ,Day,S6,2,384,4,DG5B_M10_S6_2_384_Amphipoda fam. gen. sp.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,1.248578008,375.4474071,0.70,1.00,0.70,0.218501151,65.70329625,,10% formalin,Crustacea,YN,SCINT,
Arthropoda,Decapoda,Penaeoidea,Gennadas,scutatus,Gennadas scutatus,DG5B,2021-03-27,PRZ,Day,S6,2,386,5,DG5B_M10_S6_2_386_Gennadas scutatus,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,1.56072251,469.3092589,1.00,2.00,2.00,0.624359611,187.7449349,,,Crustacea,Yes,,
Arthropoda,Decapoda,Penaeoidea,Gennadas,scutatus,Gennadas scutatus,DG5B,2021-03-27,PRZ,Day,S6,2,386,3,DG5B_M10_S6_2_386_Gennadas scutatus,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.936433506,281.5855553,0.78,2.00,1.56,0.486651553,146.3361219,,,Crustacea,Yes,,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sordidus,Gennadas sordidus,DG5B,2021-03-27,PRZ,Day,S6,2,386,9,DG5B_M10_S6_2_386_Gennadas sordidus,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,2.809300519,844.756666,1.67,2.00,3.33,1.040599351,312.9082248,,,Crustacea,Yes,,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sordidus,Gennadas sordidus,DG5B,2021-03-27,PRZ,Day,S6,2,386,2,DG5B_M10_S6_2_386_Gennadas sordidus,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.624289004,187.7237036,0.27,2.00,0.54,0.1676175,50.40258232,,,Crustacea,Yes,,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sp.,Gennadas sp.,DG5B,2021-03-27,PRZ,Day,S6,2,386,2,DG5B_M10_S6_2_386_Gennadas sp.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.624289004,187.7237036,0.12,2.00,0.23,0.071658039,21.54757237,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,brevicarinata,Acanthephyra brevicarinata,DG5B,2021-03-27,PRZ,Day,S6,2,387,8,DG5B_M10_S6_2_387_Acanthephyra brevicarinata,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,2.497156017,750.8948142,19.22,1.39,26.72,8.341151661,2508.184304,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,sp.,Acanthephyra sp.,DG5B,2021-03-27,PRZ,Day,S6,2,387,4,DG5B_M10_S6_2_387_Acanthephyra sp.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,1.248578008,375.4474071,0.20,1.39,0.28,0.087230566,26.23023128,,,Crustacea,Yes,,
Arthropoda,Decapoda,Pasiphaeidae,Parapasiphae,sulcatifrons,Parapasiphae sulcatifrons,DG5B,2021-03-27,PRZ,Day,S6,2,387,1,DG5B_M10_S6_2_387_Parapasiphae sulcatifrons,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,0.04,1.25,0.05,0.01677831,5.045237809,,,Crustacea,Yes,,
Arthropoda,Decapoda,Pandalidae,Plesionika,rossignoli,Plesionika rossignoli,DG5B,2021-03-27,PRZ,Day,S6,2,387,6,DG5B_M10_S6_2_387_Plesionika rossignoli,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,1.872867013,563.1711107,8.76,1.25,10.95,3.417234539,1027.562426,,,Crustacea,Yes,,
Chordata,Stomiiformes,Stomiidae,Bathophilus,filifer,Bathophilus filifer,DG5B,2021-03-27,PRZ,Day,S6,2,388,1,DG5B_M10_S6_2_388_Bathophilus filifer,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,0.312144502,93.86185178,0.38,2.24,0.85,0.265256035,79.76248959,No,10% formalin,Fish,Yes,,
Chordata,Stomiiformes,Stomiidae,Idiacanthus,antrostomus,Idiacanthus antrostomus,DG5B,2021-03-27,PRZ,Day,S6,2,388,5,DG5B_M10_S6_2_388_Idiacanthus antrostomus,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,1.56072251,469.3092589,6.88,2.24,15.39,4.80253031,1444.120864,No,10% formalin,Fish,Yes,,
Chordata,Stomiiformes,Stomiidae,Idiacanthus,fasciola,Idiacanthus fasciola,DG5B,2021-03-27,PRZ,Day,S6,2,388,7,DG5B_M10_S6_2_388_Idiacanthus fasciola,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,2.185011515,657.0329625,3.82,2.24,8.54,2.666521189,801.8229216,No,10% formalin,Fish,Yes,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-03-27,PRZ,Day,S6,2,389,65,DG5B_M10_S6_2_389_Osteichthyes fam. gen. sp. juv.,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,20.28939264,6101.020366,4.40,1.00,4.40,1.373435809,412.9921478,CD,ETOH 100,Fish,Will be,SCINT,Many myctophids and idiocanthus
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5B,2021-03-27,PRZ,Day,S6,2,390,525,DG5B_M10_S6_2_390_Cyclothone acclinidens,1000.8,700.1,300.7,57665.6,32036.44444,3.203644444,163.8758636,49277.47218,52.66,2.18,114.70,35.80317573,10766.01494,No,,Fish,Yes,,
Chordata,Aulopiformes,Scopelarchidae,Scopelarchoides,nicholsi,Scopelarchoides nicholsi,DG5B,2021-03-31,CTA,Night,S7,2,434,1,DG5B_M10_S7_2_434_Scopelarchoides nicholsi,1000.5,699.9,300.6,49756,27642.22222,2.764222222,0.361765415,108.7466838,7.37,2.18,16.09,5.82102332,1749.79961,OMZ,,Fish,Yes,,
